"Пост коды","Күні","Мағынасы"
"13221","2011-12-18","нб"
"13221","2011-12-19","нб"
"13221","2011-12-20","нб"
"13221","2011-12-21","нб"
"13221","2011-12-22","нб"
"13221","2011-12-23","нб"
"13221","2011-12-24","нб"
"13221","2011-12-25","нб"
"13221","2011-12-26","нб"
"13221","2011-12-27","нб"
"13221","2011-12-28","нб"
"13221","2011-12-29","нб"
"13221","2011-12-30","нб"
"13221","2011-12-31","нб"
"13221","2014-01-01","нб"
"13221","2014-01-02","нб"
"13221","2014-01-03","нб"
"13221","2014-01-04","нб"
"13221","2014-01-05","нб"
"13221","2014-01-06","нб"
"13221","2014-01-07","нб"
"13221","2014-01-08","нб"
"13221","2014-01-09","нб"
"13221","2014-01-10","нб"
"13221","2014-01-11","нб"
"13221","2014-01-12","нб"
"13221","2014-01-13","нб"
"13221","2014-01-14","нб"
"13221","2014-01-15","нб"
"13221","2014-01-16","нб"
"13221","2014-01-17","нб"
"13221","2014-01-18","нб"
"13221","2014-01-19","нб"
"13221","2014-01-20","нб"
"13221","2014-01-21","нб"
"13221","2014-01-22","нб"
"13221","2014-01-23","нб"
"13221","2014-01-24","нб"
"13221","2014-01-25","нб"
"13221","2014-01-26","нб"
"13221","2014-01-27","нб"
"13221","2014-01-28","нб"
"13221","2014-01-29","нб"
"13221","2014-01-30","нб"
"13221","2014-01-31","нб"
"13221","2014-02-01","нб"
"13221","2014-02-02","нб"
"13221","2014-02-03","нб"
"13221","2014-02-04","нб"
"13221","2014-02-05","нб"
"13221","2014-02-06","нб"
"13221","2014-02-07","нб"
"13221","2014-02-08","нб"
"13221","2014-02-09","нб"
"13221","2014-02-10","нб"
"13221","2014-02-11","нб"
"13221","2014-02-12","нб"
"13221","2014-02-13","нб"
"13221","2014-02-14","нб"
"13221","2014-02-15","нб"
"13221","2014-02-16","нб"
"13221","2014-02-17","нб"
"13221","2014-02-18","нб"
"13221","2014-02-19","нб"
"13221","2014-02-20","нб"
"13221","2014-02-21","нб"
"13221","2014-02-22","нб"
"13221","2014-02-23","нб"
"13221","2014-02-24","нб"
"13221","2014-02-25","нб"
"13221","2014-02-26","нб"
"13221","2014-02-27","нб"
"13221","2014-02-28","нб"
"13221","2014-03-01","нб"
"13221","2014-03-02","нб"
"13221","2014-03-03","нб"
"13221","2014-03-04","нб"
"13221","2014-03-05","нб"
"13221","2014-03-06","нб"
"13221","2014-03-07","нб"
"13221","2014-03-08","нб"
"13221","2014-03-09","нб"
"13221","2014-03-10","нб"
"13221","2014-03-11","нб"
"13221","2014-03-12","нб"
"13221","2014-03-13","нб"
"13221","2014-03-14","нб"
"13221","2014-03-15","нб"
"13221","2014-03-16","нб"
"13221","2014-03-17","нб"
"13221","2014-03-18","нб"
"13221","2014-03-19","нб"
"13221","2014-03-20","нб"
"13221","2014-03-21","нб"
"13221","2014-03-22","нб"
"13221","2014-03-23","нб"
"13221","2014-03-24","нб"
"13221","2014-03-25","нб"
"13221","2014-03-26","нб"
"13221","2014-03-27","нб"
"13221","2014-03-28","нб"
"13221","2014-03-29","нб"
"13221","2014-03-30","нб"
"13221","2014-03-31","нб"
"13221","2014-04-01","53"
"13221","2014-04-02","83.2"
"13221","2014-04-03","80.6"
"13221","2014-04-04","58.1"
"13221","2014-04-05","47.9"
"13221","2014-04-06","40.6"
"13221","2014-04-07","31"
"13221","2014-04-08","28.2"
"13221","2014-04-09","27.3"
"13221","2014-04-10","39.3"
"13221","2014-04-11","39.3"
"13221","2014-04-12","45.7"
"13221","2014-04-13","41"
"13221","2014-04-14","33.5"
"13221","2014-04-15","19.9"
"13221","2014-04-16","15.1"
"13221","2014-04-17","11.6"
"13221","2014-04-18","10.6"
"13221","2014-04-19","10.3"
"13221","2014-04-20","9.81"
"13221","2014-04-21","9.81"
"13221","2014-04-22","9.32"
"13221","2014-04-23","8.63"
"13221","2014-04-24","8.18"
"13221","2014-04-25","7.96"
"13221","2014-04-26","7.33"
"13221","2014-04-27","6.73"
"13221","2014-04-28","6.53"
"13221","2014-04-29","6.16"
"13221","2014-04-30","5.79"
"13221","2014-05-01","5.61"
"13221","2014-05-02","5.61"
"13221","2014-05-03","5.44"
"13221","2014-05-04","5.44"
"13221","2014-05-05","5.44"
"13221","2014-05-06","5.27"
"13221","2014-05-07","5.1"
"13221","2014-05-08","5.1"
"13221","2014-05-09","4.94"
"13221","2014-05-10","4.77"
"13221","2014-05-11","4.77"
"13221","2014-05-12","4.77"
"13221","2014-05-13","4.62"
"13221","2014-05-14","4.62"
"13221","2014-05-15","4.31"
"13221","2014-05-16","3.87"
"13221","2014-05-17","3.33"
"13221","2014-05-18","3.33"
"13221","2014-05-19","3.33"
"13221","2014-05-20","3.2"
"13221","2014-05-21","2.96"
"13221","2014-05-22","2.61"
"13221","2014-05-23","2.39"
"13221","2014-05-24","2.18"
"13221","2014-05-25","2.08"
"13221","2014-05-26","1.99"
"13221","2014-05-27","1.89"
"13221","2014-05-28","1.89"
"13221","2014-05-29","1.8"
"13221","2014-05-30","1.71"
"13221","2014-05-31","1.63"
"13221","2014-06-01","1.63"
"13221","2014-06-02","1.54"
"13221","2014-06-03","1.46"
"13221","2014-06-04","1.39"
"13221","2014-06-05","1.39"
"13221","2014-06-06","1.31"
"13221","2014-06-07","1.24"
"13221","2014-06-08","1.17"
"13221","2014-06-09","1.1"
"13221","2014-06-10","1.1"
"13221","2014-06-11","1.1"
"13221","2014-06-12","1.03"
"13221","2014-06-13","1.03"
"13221","2014-06-14","0.97"
"13221","2014-06-15","0.91"
"13221","2014-06-16","0.85"
"13221","2014-06-17","0.85"
"13221","2014-06-18","0.79"
"13221","2014-06-19","0.74"
"13221","2014-06-20","0.74"
"13221","2014-06-21","0.69"
"13221","2014-06-22","0.64"
"13221","2014-06-23","0.54"
"13221","2014-06-24","0.5"
"13221","2014-06-25","0.5"
"13221","2014-06-26","0.46"
"13221","2014-06-27","0.42"
"13221","2014-06-28","0.38"
"13221","2014-06-29","0.28"
"13221","2014-06-30","0.25"
"13221","2014-07-01","0.25"
"13221","2014-07-02","0.23"
"13221","2014-07-03","0.23"
"13221","2014-07-04","0.2"
"13221","2014-07-05","0.18"
"13221","2014-07-06","0.16"
"13221","2014-07-07","0.14"
"13221","2014-07-08","0.12"
"13221","2014-07-09","0.1"
"13221","2014-07-10","0.1"
"13221","2014-07-11","0.084"
"13221","2014-07-12","0.084"
"13221","2014-07-13","0.07"
"13221","2014-07-14","0.07"
"13221","2014-07-15","0.058"
"13221","2014-07-16","0.058"
"13221","2014-07-17","0.047"
"13221","2014-07-18","0.047"
"13221","2014-07-19","0.047"
"13221","2014-07-20","0.037"
"13221","2014-07-21","0.047"
"13221","2014-07-22","0.047"
"13221","2014-07-23","0.037"
"13221","2014-07-24","0.037"
"13221","2014-07-25","0.037"
"13221","2014-07-26","0.029"
"13221","2014-07-27","0.029"
"13221","2014-07-28","0.058"
"13221","2014-07-29","0.058"
"13221","2014-07-30","0.047"
"13221","2014-07-31","0.047"
"13221","2014-08-01","0.047"
"13221","2014-08-02","0.037"
"13221","2014-08-03","0.029"
"13221","2014-08-04","0.021"
"13221","2014-08-05","0.021"
"13221","2014-08-06","0.015"
"13221","2014-08-07","0.015"
"13221","2014-08-08","нб"
"13221","2014-08-09","нб"
"13221","2014-08-10","нб"
"13221","2014-08-11","нб"
"13221","2014-08-12","нб"
"13221","2014-08-13","нб"
"13221","2014-08-14","нб"
"13221","2014-08-15","нб"
"13221","2014-08-16","нб"
"13221","2014-08-17","нб"
"13221","2014-08-18","нб"
"13221","2014-08-19","нб"
"13221","2014-08-20","нб"
"13221","2014-08-21","нб"
"13221","2014-08-22","нб"
"13221","2014-08-23","нб"
"13221","2014-08-24","нб"
"13221","2014-08-25","нб"
"13221","2014-08-26","нб"
"13221","2014-08-27","нб"
"13221","2014-08-28","нб"
"13221","2014-08-29","нб"
"13221","2014-08-30","нб"
"13221","2014-08-31","нб"
"13221","2014-09-01","нб"
"13221","2014-09-02","нб"
"13221","2014-09-03","нб"
"13221","2014-09-04","нб"
"13221","2014-09-05","нб"
"13221","2014-09-06","нб"
"13221","2014-09-07","нб"
"13221","2014-09-08","нб"
"13221","2014-09-09","нб"
"13221","2014-09-10","нб"
"13221","2014-09-11","нб"
"13221","2014-09-12","нб"
"13221","2014-09-13","нб"
"13221","2014-09-14","нб"
"13221","2014-09-15","нб"
"13221","2014-09-16","нб"
"13221","2014-09-17","нб"
"13221","2014-09-18","нб"
"13221","2014-09-19","нб"
"13221","2014-09-20","нб"
"13221","2014-09-21","нб"
"13221","2014-09-22","нб"
"13221","2014-09-23","нб"
"13221","2014-09-24","нб"
"13221","2014-09-25","нб"
"13221","2014-09-26","нб"
"13221","2014-09-27","нб"
"13221","2014-09-28","нб"
"13221","2014-09-29","нб"
"13221","2014-09-30","нб"
"13221","2014-10-01","нб"
"13221","2014-10-02","нб"
"13221","2014-10-03","нб"
"13221","2014-10-04","нб"
"13221","2014-10-05","нб"
"13221","2014-10-06","нб"
"13221","2014-10-07","нб"
"13221","2014-10-08","нб"
"13221","2014-10-09","нб"
"13221","2014-10-10","нб"
"13221","2014-10-11","нб"
"13221","2014-10-12","нб"
"13221","2014-10-13","нб"
"13221","2014-10-14","нб"
"13221","2014-10-15","нб"
"13221","2014-10-16","нб"
"13221","2014-10-17","нб"
"13221","2014-10-18","нб"
"13221","2014-10-19","нб"
"13221","2014-10-20","нб"
"13221","2014-10-21","нб"
"13221","2014-10-22","нб"
"13221","2014-10-23","нб"
"13221","2014-10-24","нб"
"13221","2014-10-25","нб"
"13221","2014-10-26","нб"
"13221","2014-10-27","нб"
"13221","2014-10-28","нб"
"13221","2014-10-29","нб"
"13221","2014-10-30","нб"
"13221","2014-10-31","нб"
"13221","2014-11-01","нб"
"13221","2014-11-02","нб"
"13221","2014-11-03","нб"
"13221","2014-11-04","нб"
"13221","2014-11-05","нб"
"13221","2014-11-06","нб"
"13221","2014-11-07","нб"
"13221","2014-11-08","нб"
"13221","2014-11-09","нб"
"13221","2014-11-10","нб"
"13221","2014-11-11","нб"
"13221","2014-11-12","нб"
"13221","2014-11-13","нб"
"13221","2014-11-14","нб"
"13221","2014-11-15","нб"
"13221","2014-11-16","нб"
"13221","2014-11-17","нб"
"13221","2014-11-18","нб"
"13221","2014-11-19","нб"
"13221","2014-11-20","нб"
"13221","2014-11-21","нб"
"13221","2014-11-22","нб"
"13221","2014-11-23","нб"
"13221","2014-11-24","нб"
"13221","2014-11-25","нб"
"13221","2014-11-26","нб"
"13221","2014-11-27","нб"
"13221","2014-11-28","нб"
"13221","2014-11-29","нб"
"13221","2014-11-30","нб"
"13221","2014-12-01","нб"
"13221","2014-12-02","нб"
"13221","2014-12-03","нб"
"13221","2014-12-04","нб"
"13221","2014-12-05","нб"
"13221","2014-12-06","нб"
"13221","2014-12-07","нб"
"13221","2014-12-08","нб"
"13221","2014-12-09","нб"
"13221","2014-12-10","нб"
"13221","2014-12-11","нб"
"13221","2014-12-12","нб"
"13221","2014-12-13","нб"
"13221","2014-12-14","нб"
"13221","2014-12-15","нб"
"13221","2014-12-16","нб"
"13221","2014-12-17","нб"
"13221","2014-12-18","нб"
"13221","2014-12-19","нб"
"13221","2014-12-20","нб"
"13221","2014-12-21","нб"
"13221","2014-12-22","нб"
"13221","2014-12-23","нб"
"13221","2014-12-24","нб"
"13221","2014-12-25","нб"
"13221","2014-12-26","нб"
"13221","2014-12-27","нб"
"13221","2014-12-28","нб"
"13221","2014-12-29","нб"
"13221","2014-12-30","нб"
"13221","2014-12-31","нб"
"13221","2015-01-01","нб"
"13221","2015-01-02","нб"
"13221","2015-01-03","нб"
"13221","2015-01-04","нб"
"13221","2015-01-05","нб"
"13221","2015-01-06","нб"
"13221","2015-01-07","нб"
"13221","2015-01-08","нб"
"13221","2015-01-09","нб"
"13221","2015-01-10","нб"
"13221","2015-01-11","нб"
"13221","2015-01-12","нб"
"13221","2015-01-13","нб"
"13221","2015-01-14","нб"
"13221","2015-01-15","нб"
"13221","2015-01-16","нб"
"13221","2015-01-17","нб"
"13221","2015-01-18","нб"
"13221","2015-01-19","нб"
"13221","2015-01-20","нб"
"13221","2015-01-21","нб"
"13221","2015-01-22","нб"
"13221","2015-01-23","нб"
"13221","2015-01-24","нб"
"13221","2015-01-25","нб"
"13221","2015-01-26","нб"
"13221","2015-01-27","нб"
"13221","2015-01-28","нб"
"13221","2015-01-29","нб"
"13221","2015-01-30","нб"
"13221","2015-01-31","нб"
"13221","2015-02-01","нб"
"13221","2015-02-02","нб"
"13221","2015-02-03","нб"
"13221","2015-02-04","нб"
"13221","2015-02-05","нб"
"13221","2015-02-06","нб"
"13221","2015-02-07","нб"
"13221","2015-02-08","нб"
"13221","2015-02-09","нб"
"13221","2015-02-10","нб"
"13221","2015-02-11","нб"
"13221","2015-02-12","нб"
"13221","2015-02-13","нб"
"13221","2015-02-14","нб"
"13221","2015-02-15","нб"
"13221","2015-02-16","нб"
"13221","2015-02-17","нб"
"13221","2015-02-18","нб"
"13221","2015-02-19","нб"
"13221","2015-02-20","нб"
"13221","2015-02-21","нб"
"13221","2015-02-22","нб"
"13221","2015-02-23","нб"
"13221","2015-02-24","нб"
"13221","2015-02-25","нб"
"13221","2015-02-26","нб"
"13221","2015-02-27","нб"
"13221","2015-02-28","нб"
"13221","2015-03-01","нб"
"13221","2015-03-02","нб"
"13221","2015-03-03","нб"
"13221","2015-03-04","нб"
"13221","2015-03-05","нб"
"13221","2015-03-06","нб"
"13221","2015-03-07","нб"
"13221","2015-03-08","нб"
"13221","2015-03-09","нб"
"13221","2015-03-10","нб"
"13221","2015-03-11","нб"
"13221","2015-03-12","нб"
"13221","2015-03-13","нб"
"13221","2015-03-14","нб"
"13221","2015-03-15","нб"
"13221","2015-03-16","нб"
"13221","2015-03-17","нб"
"13221","2015-03-18","нб"
"13221","2015-03-19","нб"
"13221","2015-03-20","нб"
"13221","2015-03-21","нб"
"13221","2015-03-22","нб"
"13221","2015-03-23","нб"
"13221","2015-03-24","нб"
"13221","2015-03-25","нб"
"13221","2015-03-26","нб"
"13221","2015-03-27","нб"
"13221","2015-03-28","нб"
"13221","2015-03-29","нб"
"13221","2015-03-30","нб"
"13221","2015-03-31","нб"
"13221","2015-04-01","нб"
"13221","2015-04-02","нб"
"13221","2015-04-03","нб"
"13221","2015-04-04","нб"
"13221","2015-04-05","нб"
"13221","2015-04-06","нб"
"13221","2015-04-07","нб"
"13221","2015-04-08","нб"
"13221","2015-04-09","нб"
"13221","2015-04-10","нб"
"13221","2015-04-11","259"
"13221","2015-04-12","168"
"13221","2015-04-13","203"
"13221","2015-04-14","97.5"
"13221","2015-04-15","47.4"
"13221","2015-04-16","39.7"
"13221","2015-04-17","48.5"
"13221","2015-04-18","63.2"
"13221","2015-04-19","48"
"13221","2015-04-20","33.6"
"13221","2015-04-21","28.4"
"13221","2015-04-22","25.7"
"13221","2015-04-23","24.8"
"13221","2015-04-24","23.2"
"13221","2015-04-25","20.9"
"13221","2015-04-26","19.9"
"13221","2015-04-27","19.2"
"13221","2015-04-28","18.5"
"13221","2015-04-29","17.8"
"13221","2015-04-30","17"
"13221","2015-05-01","16.6"
"13221","2015-05-02","16.3"
"13221","2015-05-03","14.7"
"13221","2015-05-04","13.6"
"13221","2015-05-05","12.5"
"13221","2015-05-06","11.3"
"13221","2015-05-07","10.1"
"13221","2015-05-08","9"
"13221","2015-05-09","7.85"
"13221","2015-05-10","6.78"
"13221","2015-05-11","7.06"
"13221","2015-05-12","7.06"
"13221","2015-05-13","6.78"
"13221","2015-05-14","6.78"
"13221","2015-05-15","6.22"
"13221","2015-05-16","6.78"
"13221","2015-05-17","6.5"
"13221","2015-05-18","6.22"
"13221","2015-05-19","5.94"
"13221","2015-05-20","6.22"
"13221","2015-05-21","6.78"
"13221","2015-05-22","7.9"
"13221","2015-05-23","15.3"
"13221","2015-05-24","25"
"13221","2015-05-25","26.5"
"13221","2015-05-26","23.9"
"13221","2015-05-27","19.4"
"13221","2015-05-28","14"
"13221","2015-05-29","11.8"
"13221","2015-05-30","9.93"
"13221","2015-05-31","7.91"
"13221","2015-06-01","5.98"
"13221","2015-06-02","5.13"
"13221","2015-06-03","4.66"
"13221","2015-06-04","3.93"
"13221","2015-06-05","3.53"
"13221","2015-06-06","3.53"
"13221","2015-06-07","3.03"
"13221","2015-06-08","2.47"
"13221","2015-06-09","1.89"
"13221","2015-06-10","1.47"
"13221","2015-06-11","1.47"
"13221","2015-06-12","1.47"
"13221","2015-06-13","1.47"
"13221","2015-06-14","1.71"
"13221","2015-06-15","1.47"
"13221","2015-06-16","1.11"
"13221","2015-06-17","1.05"
"13221","2015-06-18","0.92"
"13221","2015-06-19","0.92"
"13221","2015-06-20","0.92"
"13221","2015-06-21","0.81"
"13221","2015-06-22","0.76"
"13221","2015-06-23","0.61"
"13221","2015-06-24","0.61"
"13221","2015-06-25","0.52"
"13221","2015-06-26","0.48"
"13221","2015-06-27","0.52"
"13221","2015-06-28","0.52"
"13221","2015-06-29","0.52"
"13221","2015-06-30","0.48"
"13221","2015-07-01","0.4"
"13221","2015-07-02","0.4"
"13221","2015-07-03","0.37"
"13221","2015-07-04","0.33"
"13221","2015-07-05","0.3"
"13221","2015-07-06","0.27"
"13221","2015-07-07","0.24"
"13221","2015-07-08","0.24"
"13221","2015-07-09","0.27"
"13221","2015-07-10","0.33"
"13221","2015-07-11","0.33"
"13221","2015-07-12","0.33"
"13221","2015-07-13","0.3"
"13221","2015-07-14","0.27"
"13221","2015-07-15","0.27"
"13221","2015-07-16","0.27"
"13221","2015-07-17","0.27"
"13221","2015-07-18","0.27"
"13221","2015-07-19","0.27"
"13221","2015-07-20","0.27"
"13221","2015-07-21","0.3"
"13221","2015-07-22","0.27"
"13221","2015-07-23","0.27"
"13221","2015-07-24","0.3"
"13221","2015-07-25","0.27"
"13221","2015-07-26","0.24"
"13221","2015-07-27","0.22"
"13221","2015-07-28","0.22"
"13221","2015-07-29","0.24"
"13221","2015-07-30","0.22"
"13221","2015-07-31","0.22"
"13221","2015-08-01","0.22"
"13221","2015-08-02","0.22"
"13221","2015-08-03","0.19"
"13221","2015-08-04","0.17"
"13221","2015-08-05","0.17"
"13221","2015-08-06","0.17"
"13221","2015-08-07","0.15"
"13221","2015-08-08","0.15"
"13221","2015-08-09","0.13"
"13221","2015-08-10","0.13"
"13221","2015-08-11","0.056"
"13221","2015-08-12","0.045"
"13221","2015-08-13","0.045"
"13221","2015-08-14","0.036"
"13221","2015-08-15","0.036"
"13221","2015-08-16","0.036"
"13221","2015-08-17","нб"
"13221","2015-08-18","нб"
"13221","2015-08-19","нб"
"13221","2015-08-20","нб"
"13221","2015-08-21","нб"
"13221","2015-08-22","нб"
"13221","2015-08-23","нб"
"13221","2015-08-24","нб"
"13221","2015-08-25","нб"
"13221","2015-08-26","нб"
"13221","2015-08-27","нб"
"13221","2015-08-28","нб"
"13221","2015-08-29","нб"
"13221","2015-08-30","нб"
"13221","2015-08-31","нб"
"13221","2015-09-01","нб"
"13221","2015-09-02","нб"
"13221","2015-09-03","нб"
"13221","2015-09-04","нб"
"13221","2015-09-05","нб"
"13221","2015-09-06","нб"
"13221","2015-09-07","нб"
"13221","2015-09-08","нб"
"13221","2015-09-09","нб"
"13221","2015-09-10","нб"
"13221","2015-09-11","нб"
"13221","2015-09-12","нб"
"13221","2015-09-13","нб"
"13221","2015-09-14","нб"
"13221","2015-09-15","нб"
"13221","2015-09-16","нб"
"13221","2015-09-17","нб"
"13221","2015-09-18","нб"
"13221","2015-09-19","нб"
"13221","2015-09-20","нб"
"13221","2015-09-21","нб"
"13221","2015-09-22","нб"
"13221","2015-09-23","нб"
"13221","2015-09-24","нб"
"13221","2015-09-25","нб"
"13221","2015-09-26","нб"
"13221","2015-09-27","нб"
"13221","2015-09-28","нб"
"13221","2015-09-29","нб"
"13221","2015-09-30","нб"
"13221","2015-10-01","нб"
"13221","2015-10-02","нб"
"13221","2015-10-03","нб"
"13221","2015-10-04","нб"
"13221","2015-10-05","нб"
"13221","2015-10-06","нб"
"13221","2015-10-07","нб"
"13221","2015-10-08","нб"
"13221","2015-10-09","нб"
"13221","2015-10-10","нб"
"13221","2015-10-11","нб"
"13221","2015-10-12","нб"
"13221","2015-10-13","нб"
"13221","2015-10-14","нб"
"13221","2015-10-15","нб"
"13221","2015-10-16","нб"
"13221","2015-10-17","нб"
"13221","2015-10-18","нб"
"13221","2015-10-19","нб"
"13221","2015-10-20","нб"
"13221","2015-10-21","нб"
"13221","2015-10-22","нб"
"13221","2015-10-23","нб"
"13221","2015-10-24","нб"
"13221","2015-10-25","нб"
"13221","2015-10-26","нб"
"13221","2015-10-27","нб"
"13221","2015-10-28","нб"
"13221","2015-10-29","нб"
"13221","2015-10-30","нб"
"13221","2015-10-31","нб"
"13221","2015-11-01","нб"
"13221","2015-11-02","нб"
"13221","2015-11-03","нб"
"13221","2015-11-04","нб"
"13221","2015-11-05","нб"
"13221","2015-11-06","нб"
"13221","2015-11-07","нб"
"13221","2015-11-08","нб"
"13221","2015-11-09","нб"
"13221","2015-11-10","нб"
"13221","2015-11-11","нб"
"13221","2015-11-12","нб"
"13221","2015-11-13","нб"
"13221","2015-11-14","нб"
"13221","2015-11-15","нб"
"13221","2015-11-16","нб"
"13221","2015-11-17","нб"
"13221","2015-11-18","нб"
"13221","2015-11-19","нб"
"13221","2015-11-20","нб"
"13221","2015-11-21","нб"
"13221","2015-11-22","нб"
"13221","2015-11-23","нб"
"13221","2015-11-24","нб"
"13221","2015-11-25","нб"
"13221","2015-11-26","нб"
"13221","2015-11-27","нб"
"13221","2015-11-28","нб"
"13221","2015-11-29","нб"
"13221","2015-11-30","нб"
"13221","2015-12-01","нб"
"13221","2015-12-02","нб"
"13221","2015-12-03","нб"
"13221","2015-12-04","нб"
"13221","2015-12-05","нб"
"13221","2015-12-06","нб"
"13221","2015-12-07","нб"
"13221","2015-12-08","нб"
"13221","2015-12-09","нб"
"13221","2015-12-10","нб"
"13221","2015-12-11","нб"
"13221","2015-12-12","нб"
"13221","2015-12-13","нб"
"13221","2015-12-14","нб"
"13221","2015-12-15","нб"
"13221","2015-12-16","нб"
"13221","2015-12-17","нб"
"13221","2015-12-18","нб"
"13221","2015-12-19","нб"
"13221","2015-12-20","нб"
"13221","2015-12-21","нб"
"13221","2015-12-22","нб"
"13221","2015-12-23","нб"
"13221","2015-12-24","нб"
"13221","2015-12-25","нб"
"13221","2015-12-26","нб"
"13221","2015-12-27","нб"
"13221","2015-12-28","нб"
"13221","2015-12-29","нб"
"13221","2015-12-30","нб"
"13221","2015-12-31","нб"
"13221","2016-01-01","нб"
"13221","2016-01-02","нб"
"13221","2016-01-03","нб"
"13221","2016-01-04","нб"
"13221","2016-01-05","нб"
"13221","2016-01-06","нб"
"13221","2016-01-07","нб"
"13221","2016-01-08","нб"
"13221","2016-01-09","нб"
"13221","2016-01-10","нб"
"13221","2016-01-11","нб"
"13221","2016-01-12","нб"
"13221","2016-01-13","нб"
"13221","2016-01-14","нб"
"13221","2016-01-15","нб"
"13221","2016-01-16","нб"
"13221","2016-01-17","нб"
"13221","2016-01-18","нб"
"13221","2016-01-19","нб"
"13221","2016-01-20","нб"
"13221","2016-01-21","нб"
"13221","2016-01-22","нб"
"13221","2016-01-23","нб"
"13221","2016-01-24","нб"
"13221","2016-01-25","нб"
"13221","2016-01-26","нб"
"13221","2016-01-27","нб"
"13221","2016-01-28","нб"
"13221","2016-01-29","нб"
"13221","2016-01-30","нб"
"13221","2016-01-31","нб"
"13221","2016-02-01","нб"
"13221","2016-02-02","нб"
"13221","2016-02-03","нб"
"13221","2016-02-04","нб"
"13221","2016-02-05","нб"
"13221","2016-02-06","нб"
"13221","2016-02-07","нб"
"13221","2016-02-08","нб"
"13221","2016-02-09","нб"
"13221","2016-02-10","нб"
"13221","2016-02-11","нб"
"13221","2016-02-12","нб"
"13221","2016-02-13","нб"
"13221","2016-02-14","нб"
"13221","2016-02-15","нб"
"13221","2016-02-16","нб"
"13221","2016-02-17","нб"
"13221","2016-02-18","нб"
"13221","2016-02-19","нб"
"13221","2016-02-20","нб"
"13221","2016-02-21","нб"
"13221","2016-02-22","нб"
"13221","2016-02-23","нб"
"13221","2016-02-24","нб"
"13221","2016-02-25","нб"
"13221","2016-02-26","нб"
"13221","2016-02-27","нб"
"13221","2016-02-28","нб"
"13221","2016-02-29","нб"
"13221","2016-03-01","нб"
"13221","2016-03-02","нб"
"13221","2016-03-03","нб"
"13221","2016-03-04","нб"
"13221","2016-03-05","нб"
"13221","2016-03-06","нб"
"13221","2016-03-07","нб"
"13221","2016-03-08","нб"
"13221","2016-03-09","122"
"13221","2016-03-10","118"
"13221","2016-03-11","78.6"
"13221","2016-03-12","52.7"
"13221","2016-03-13","45.2"
"13221","2016-03-14","39.2"
"13221","2016-03-15","27.9"
"13221","2016-03-16","18.6"
"13221","2016-03-17","17.8"
"13221","2016-03-18","13.9"
"13221","2016-03-19","10.5"
"13221","2016-03-20","8.63"
"13221","2016-03-21","13"
"13221","2016-03-22","14"
"13221","2016-03-23","15.1"
"13221","2016-03-24","16.2"
"13221","2016-03-25","19.1"
"13221","2016-03-26","15.9"
"13221","2016-03-27","22.3"
"13221","2016-03-28","26.6"
"13221","2016-03-29","27.9"
"13221","2016-03-30","33.9"
"13221","2016-03-31","58.7"
"13221","2016-04-01","49.8"
"13221","2016-04-02","118"
"13221","2016-04-03","111"
"13221","2016-04-04","99.5"
"13221","2016-04-05","117"
"13221","2016-04-06","86.3"
"13221","2016-04-07","70"
"13221","2016-04-08","71.3"
"13221","2016-04-09","68.6"
"13221","2016-04-10","59.3"
"13221","2016-04-11","45.2"
"13221","2016-04-12","35.6"
"13221","2016-04-13","30.4"
"13221","2016-04-14","27.3"
"13221","2016-04-15","25.8"
"13221","2016-04-16","25"
"13221","2016-04-17","24.3"
"13221","2016-04-18","22.3"
"13221","2016-04-19","20.9"
"13221","2016-04-20","19.1"
"13221","2016-04-21","18.8"
"13221","2016-04-22","17.5"
"13221","2016-04-23","16.2"
"13221","2016-04-24","15.2"
"13221","2016-04-25","14.5"
"13221","2016-04-26","14.1"
"13221","2016-04-27","13.4"
"13221","2016-04-28","12"
"13221","2016-04-29","11"
"13221","2016-04-30","10.6"
"13221","2016-05-01","9.06"
"13221","2016-05-02","8.02"
"13221","2016-05-03","6.98"
"13221","2016-05-04","5.94"
"13221","2016-05-05","4.99"
"13221","2016-05-06","4.81"
"13221","2016-05-07","4.81"
"13221","2016-05-08","4.64"
"13221","2016-05-09","4.46"
"13221","2016-05-10","4.28"
"13221","2016-05-11","4.28"
"13221","2016-05-12","3.94"
"13221","2016-05-13","3.77"
"13221","2016-05-14","3.59"
"13221","2016-05-15","3.59"
"13221","2016-05-16","3.59"
"13221","2016-05-17","3.59"
"13221","2016-05-18","3.42"
"13221","2016-05-19","3.25"
"13221","2016-05-20","3.08"
"13221","2016-05-21","3.08"
"13221","2016-05-22","2.91"
"13221","2016-05-23","2.75"
"13221","2016-05-24","2.58"
"13221","2016-05-25","2.58"
"13221","2016-05-26","2.41"
"13221","2016-05-27","2.41"
"13221","2016-05-28","2.25"
"13221","2016-05-29","1.91"
"13221","2016-05-30","1.74"
"13221","2016-05-31","1.41"
"13221","2016-06-01","1.34"
"13221","2016-06-02","1.26"
"13221","2016-06-03","1.19"
"13221","2016-06-04","1.11"
"13221","2016-06-05","1.11"
"13221","2016-06-06","1.04"
"13221","2016-06-07","1.04"
"13221","2016-06-08","0.96"
"13221","2016-06-09","0.89"
"13221","2016-06-10","0.89"
"13221","2016-06-11","1.26"
"13221","2016-06-12","1.04"
"13221","2016-06-13","0.84"
"13221","2016-06-14","0.8"
"13221","2016-06-15","0.75"
